id,dc_code,start_day,end_day,hl_day,discriminator_type
843,4,2019-11-03,2019-11-09,2019-10-30,hlexpectedday
844,4,2019-11-10,2019-11-16,2019-11-06,hlexpectedday
845,4,2019-11-17,2019-11-23,2019-11-13,hlexpectedday
846,4,2019-11-24,2019-11-30,2019-11-20,hlexpectedday
847,4,2019-12-01,2019-12-07,2019-11-27,hlexpectedday
848,4,2019-12-08,2019-12-14,2019-12-04,hlexpectedday
849,4,2019-12-15,2019-12-21,2019-12-11,hlexpectedday
850,4,2019-12-22,2019-12-28,2019-12-18,hlexpectedday
851,4,2019-12-29,2020-01-04,2019-12-25,hlexpectedday
852,4,2020-01-05,2020-01-11,2020-01-01,hlexpectedday
853,4,2020-01-12,2020-01-18,2020-01-08,hlexpectedday
854,4,2020-01-19,2020-01-25,2020-01-15,hlexpectedday
855,4,2020-01-26,2020-02-01,2020-01-22,hlexpectedday
856,4,2020-02-02,2020-02-08,2020-01-29,hlexpectedday
857,4,2020-02-09,2020-02-15,2020-02-05,hlexpectedday
858,4,2020-02-16,2020-02-22,2020-02-12,hlexpectedday
859,4,2020-02-23,2020-02-29,2020-02-19,hlexpectedday
860,4,2020-03-01,2020-03-07,2020-02-26,hlexpectedday
861,4,2020-03-08,2020-03-14,2020-03-04,hlexpectedday
862,4,2020-03-15,2020-03-21,2020-03-11,hlexpectedday
863,4,2020-03-22,2020-03-28,2020-03-18,hlexpectedday
864,4,2020-03-29,2020-04-04,2020-03-25,hlexpectedday
865,4,2020-04-05,2020-04-11,2020-04-01,hlexpectedday
866,4,2020-04-12,2020-04-18,2020-04-08,hlexpectedday
867,4,2020-04-19,2020-04-25,2020-04-15,hlexpectedday
868,4,2020-04-26,2020-05-02,2020-04-22,hlexpectedday
869,4,2020-05-03,2020-05-09,2020-04-29,hlexpectedday
870,4,2020-05-10,2020-05-16,2020-05-06,hlexpectedday
871,4,2020-05-17,2020-05-23,2020-05-13,hlexpectedday
872,4,2020-05-24,2020-05-30,2020-05-20,hlexpectedday
873,4,2020-05-31,2020-06-06,2020-05-27,hlexpectedday
874,4,2020-06-07,2020-06-13,2020-06-03,hlexpectedday
875,4,2020-06-14,2020-06-20,2020-06-10,hlexpectedday
876,4,2020-06-21,2020-06-27,2020-06-17,hlexpectedday
877,4,2020-06-28,2020-07-04,2020-06-24,hlexpectedday
878,4,2020-07-05,2020-07-11,2020-07-01,hlexpectedday
879,4,2020-07-12,2020-07-18,2020-07-08,hlexpectedday
880,4,2020-07-19,2020-07-25,2020-07-15,hlexpectedday
881,4,2020-07-26,2020-08-01,2020-07-22,hlexpectedday
882,4,2020-08-02,2020-08-08,2020-07-29,hlexpectedday
883,4,2020-08-09,2020-08-15,2020-08-05,hlexpectedday
884,4,2020-08-16,2020-08-22,2020-08-12,hlexpectedday
885,4,2020-08-23,2020-08-29,2020-08-19,hlexpectedday
886,4,2020-08-30,2020-09-05,2020-08-26,hlexpectedday
887,4,2020-09-06,2020-09-12,2020-09-02,hlexpectedday
888,4,2020-09-13,2020-09-19,2020-09-09,hlexpectedday
889,4,2020-09-20,2020-09-26,2020-09-16,hlexpectedday
890,4,2020-09-27,2020-10-03,2020-09-23,hlexpectedday
891,4,2020-10-04,2020-10-10,2020-09-30,hlexpectedday
892,4,2020-10-11,2020-10-17,2020-10-07,hlexpectedday
893,4,2020-10-18,2020-10-24,2020-10-14,hlexpectedday
894,4,2020-10-25,2020-10-31,2020-10-21,hlexpectedday
895,4,2020-11-01,2020-11-07,2020-10-28,hlexpectedday
896,4,2020-11-08,2020-11-14,2020-11-04,hlexpectedday
897,4,2020-11-15,2020-11-21,2020-11-11,hlexpectedday
898,4,2020-11-22,2020-11-28,2020-11-18,hlexpectedday
899,4,2020-11-29,2020-12-05,2020-11-25,hlexpectedday
900,4,2020-12-06,2020-12-12,2020-12-02,hlexpectedday
901,4,2020-12-13,2020-12-19,2020-12-09,hlexpectedday
902,4,2020-12-20,2020-12-26,2020-12-16,hlexpectedday
903,4,2020-12-27,2021-01-02,2020-12-23,hlexpectedday
904,4,2021-01-03,2021-01-09,2020-12-30,hlexpectedday
